tourney_id,match_num,winner_id,loser_id,score,minutes,winner_seed,loser_seed
2010-407,30,104417,103786,7-6(3) 6-4,108,3,2
2010-407,31,104417,104022,6-4 2-0 RET,106,3,6
2010-424,25,104053,104607,7-6(5) 7-6(5),159,1,5
2010-424,29,104053,105023,2-6 7-6(5) 7-6(4),117,1,7
2010-424,31,104269,104053,3-6 6-4 6-4,107,2,1
2010-506,25,103970,104214,7-5 6-2,157,1,6
2010-506,27,104338,104547,7-5 6-1,234,4,8
2010-506,29,103970,103656,6-1 6-1,95,1,5
2010-506,30,103507,104338,6-2 7-6(7),188,2,4
2010-506,31,103507,103970,5-7 6-4 6-3,134,2,1
2010-496,23,103898,104792,6-3 7-5,258,8,3
2010-496,26,103898,104542,7-6(11) 5-7 7-6(3),81,8,2
2010-402,25,105023,104053,7-5 3-6 6-1,73,8,1
2010-402,31,105023,104545,6-7(3) 7-6(5) 6-3,62,8,6
2010-807,25,104338,104269,7-5 6-3,95,7,1
2010-807,26,103507,104597,6-1 5-7 6-2,125,4,6
2010-807,29,103507,104338,7-5 RET,83,4,7
2010-807,30,103970,103602,6-7(4) 6-0 6-4,56,3,2
2010-807,31,103970,103507,6-3 3-6 6-1,71,3,4
2010-499,28,103333,103484,6-3 6-7(5) 6-1,88,2,7
2010-495,31,104925,104022,7-5 5-7 6-3,115,2,7
2010-404,65,104571,103819,5-7 7-5 7-6(4),92,27,1
2010-404,71,104542,103656,4-6 6-3 6-3,103,9,24
2010-404,72,104417,103852,7-6(3) 6-4,95,6,28
2010-404,73,104678,103786,W/O,70,29,5
2010-404,74,104607,104269,6-0 6-3,107,19,10
2010-404,75,104545,105023,7-6(3) 6-4,99,15,17
2010-404,78,104338,103507,7-6(2) 3-6 6-3,128,21,11
2010-404,80,104925,104259,6-3 2-6 7-6(3),79,2,25
2010-404,81,103990,104571,7-5 0-6 6-4,92,18,27
2010-404,82,104053,103781,7-6(5) 6-4,133,7,22
2010-404,84,104417,104542,6-3 6-4,90,6,9
2010-404,85,104607,104678,6-1 6-3,126,19,29
2010-404,86,104745,104545,7-5 3-6 6-3,78,3,15
2010-404,88,103344,104925,7-5 6-3,96,20,2
2010-404,89,104053,103990,6-3 7-5,84,7,18
2010-404,90,104417,104918,6-1 7-6(4),107,6,4
2010-404,91,104745,104607,6-4 7-6(4),96,3,19
2010-404,92,103344,104338,4-6 6-2 6-1,78,20,21
2010-404,93,104053,104417,6-4 3-6 6-3,78,7,6
2010-404,94,103344,104745,3-6 6-4 7-6(1),79,20,3
2010-404,95,103344,104053,7-6(3) 7-6(5),86,20,7
2010-403,67,104269,103781,3-6 7-6(4) 6-1,65,10,23
2010-403,68,105227,104571,6-3 6-4,188,7,25
2010-403,70,104022,104527,1-6 7-6(5) 7-5,103,13,19
2010-403,71,103602,104338,6-7(4) 6-4 6-2,218,9,22
2010-403,73,104542,104259,6-2 7-5,92,8,28
2010-403,74,103507,104545,6-2 3-6 6-3,96,12,17
2010-403,75,103970,103333,7-6(5) 6-3,100,15,24
2010-403,81,104607,103819,6-4 6-7(3) 7-6(6),133,16,1
2010-403,82,104269,105227,6-4 7-6(3),59,10,7
2010-403,84,104417,103602,6-0 6-7(3) 6-2,68,5,9
2010-403,85,104542,103507,6-2 6-2,119,8,12
2010-403,86,104745,103970,7-6(5) 6-4,96,4,15
2010-403,88,104597,105064,6-4 3-6 7-6(3),75,33,27
2010-403,89,104607,104269,4-6 7-6(5) 6-4,68,16,10
2010-403,90,104417,104022,6-1 6-4,95,5,13
2010-403,91,104745,104542,6-3 6-2,138,4,8
2010-403,92,104053,104597,6-3 6-3,117,6,33
2010-403,93,104607,104417,6-2 6-2,50,16,5
2010-403,94,104053,104745,4-6 6-3 6-3,126,6,4
2010-403,95,104053,104607,7-5 6-4,73,6,16
2010-360,24,103722,104198,6-2 6-2,67,8,2
2010-360,26,103812,103722,6-4 6-1,60,3,8
2010-360,27,104527,103812,6-2 6-3,141,1,3
2010-717,21,104547,103602,6-4 6-4,207,6,1
2010-410,41,104925,104527,6-4 6-4,90,1,13
2010-410,44,104269,104607,5-7 6-3 6-2,157,6,10
2010-410,45,103970,103344,6-0 7-6(4),103,11,8
2010-410,47,103507,104542,6-1 3-6 7-5,140,9,5
2010-410,52,104745,103507,6-4 6-2,136,2,9
2010-410,53,104269,104925,6-2 6-2,105,6,1
2010-410,54,104745,103970,6-2 6-3,99,2,11
2010-410,55,104745,104269,6-0 6-1,93,2,6
2010-425,44,104269,103781,3-6 7-6(1) 6-3,204,5,11
2010-425,46,104542,104597,5-7 6-1 6-4,231,3,15
2010-425,48,104417,103852,6-3 6-2,250,2,16
2010-425,49,103970,105064,6-4 6-0,70,8,13
2010-425,53,104269,103970,6-7(3) 7-5 6-1,135,5,8
2010-425,55,104269,104417,6-3 4-6 6-3,123,5,2
2010-416,46,103970,104918,6-3 6-4,111,13,4
2010-416,51,103970,104542,6-4 6-1,80,13,7
2010-416,52,104269,104925,7-6(4) 3-6 6-4,96,6,2
2010-416,54,103970,104269,7-5 6-3,56,13,6
2010-416,55,104745,103970,7-5 6-2,176,3,13
2010-308,25,105227,104597,6-4 6-7(2) 6-2,89,1,6
2010-308,26,104571,104259,6-3 6-4,105,5,4
2010-308,29,105227,104571,3-6 6-2 6-3,134,1,5
2010-308,31,104022,105227,6-3 4-6 6-4,74,2,1
2010-5053,23,104527,104678,7-5 6-7(3) 7-6(6),95,4,6
2010-5053,26,104545,104527,7-5 7-5,99,2,4
2010-5053,27,105023,104545,3-6 7-6(4) 6-4,69,3,2
2010-468,22,103656,104655,6-4 6-3,84,4,8
2010-468,25,103656,103819,6-2 7-6(5),150,4,1
2010-1536,41,103819,104527,6-3 6-1,81,1,15
2010-1536,44,103970,105227,6-3 6-2,79,9,8
2010-1536,48,104745,104545,7-5 6-4,69,2,13
2010-1536,50,103970,104918,7-5 6-3,87,9,3
2010-1536,52,104745,104792,6-1 6-3,131,2,12
2010-1536,53,103819,103970,7-5 3-6 6-3,57,1,9
2010-1536,55,104745,103819,6-4 7-6(5),137,2,1
2010-520,100,104417,103656,6-4 7-5 2-6 6-3,70,5,29
2010-520,101,104918,104571,6-2 6-3 0-6 6-2,92,4,25
2010-520,102,104607,104545,6-2 6-2 6-1,85,15,17
2010-520,106,103781,103970,6-4 6-0 7-6(1),72,22,9
2010-520,108,104925,103812,6-3 3-6 6-3 6-2,91,3,31
2010-520,109,104269,104259,2-6 6-3 6-3 6-7(1) 6-4,67,7,30
2010-520,111,105064,103344,7-6(4) 6-2 6-4,134,24,14
2010-520,112,104745,103720,6-3 6-4 6-3,101,2,28
2010-520,113,103819,104527,6-3 7-6(5) 6-2,91,1,20
2010-520,114,104417,105227,6-4 6-4 6-2,77,5,10
2010-520,115,104607,104918,6-4 7-5 6-3,82,15,4
2010-520,116,104022,104542,6-2 RET,96,11,8
2010-520,119,104597,104269,6-1 4-6 6-1 6-4,136,19,7
2010-520,120,104745,105064,6-2 7-5 6-4,113,2,24
2010-520,121,104417,103819,3-6 6-3 7-5 6-4,180,5,1
2010-520,122,104607,104022,6-3 6-1 6-2,91,15,11
2010-520,123,103781,104925,3-6 2-6 6-2 7-6(3) 6-4,116,22,3
2010-520,124,104745,104597,7-6(2) 7-6(3) 6-4,121,2,19
2010-520,125,104417,104607,6-3 3-6 5-7 6-3 6-3,92,5,15
2010-520,126,104745,103781,6-2 6-3 7-6(6),87,2,22
2010-520,127,104745,104417,6-4 6-2 6-4,82,2,5
2010-500,31,103720,103819,3-6 7-6(4) 6-4,102,8,1
2010-311,41,104745,104797,7-6(4) 4-6 6-4,120,1,16
2010-311,42,103852,103898,6-2 6-4,79,8,9
2010-311,44,103566,105227,7-6(2) 6-2,89,12,5
2010-311,46,104534,104053,6-4 7-6(8),76,14,4
2010-311,49,103852,104745,7-6(5) 6-4,79,8,1
2010-741,26,104198,103898,4-6 6-3 7-6(2),153,5,4
2010-741,27,103566,104468,6-1 6-3,73,8,3
2010-741,30,103566,105238,6-3 7-5,81,8,7
2010-741,31,103566,104198,7-5 6-2,95,8,5
2010-440,26,104386,103794,6-7(5) 6-3 6-4,119,7,8
2010-540,98,103781,103852,4-6 6-3 6-2 6-4,98,16,22
2010-540,101,104925,103656,6-1 6-4 6-4,266,3,28
2010-540,102,103720,104792,6-3 7-6(9) 6-4,113,15,21
2010-540,104,104053,104259,7-5 6-7(5) 6-3 6-3,109,5,29
2010-540,108,104918,104468,6-1 6-4 6-4,67,4,26
2010-540,109,104417,105064,6-4 6-2 7-5,201,6,25
2010-540,112,104745,104332,6-4 4-6 6-7(5) 6-2 6-3,158,2,33
2010-540,113,103819,103781,6-3 6-2 6-3,144,1,16
2010-540,115,104925,103720,7-5 6-4 3-6 6-4,102,3,15
2010-540,117,104542,103898,6-1 6-4 3-6 6-1,175,10,32
2010-540,118,104918,105023,7-5 6-3 6-4,132,4,18
2010-540,119,104417,103970,6-2 5-7 6-2 3-6 7-5,191,6,9
2010-540,121,104607,103819,6-4 3-6 6-1 6-4,144,12,1
2010-540,123,104918,104542,6-7(5) 7-6(5) 6-2 6-2,118,4,10
2010-540,124,104745,104417,3-6 6-3 7-6(4) 6-1,193,2,6
2010-540,125,104607,104925,6-3 7-6(9) 6-3,218,12,3
2010-540,126,104745,104918,6-4 7-6(6) 6-4,165,2,4
2010-540,127,104745,104607,6-3 7-5 6-4,252,2,12
2010-315,31,103888,103694,5-7 6-3 6-4,167,5,4
2010-316,24,103990,104269,6-4 6-3,147,5,2
2010-316,25,104417,103970,4-6 6-3 6-2,116,1,3
2010-316,26,104597,103990,6-1 6-3,119,4,5
2010-316,27,104597,104417,7-5 3-6 6-2,75,4,1
2010-321,24,103656,103781,6-4 6-1,108,5,2
2010-321,26,103656,103507,6-3 7-6(6),125,5,4
2010-321,27,103656,104792,6-2 1-2 RET,136,5,3
2010-6116,21,104053,103598,4-6 6-3 6-4,84,1,7
2010-6116,25,103888,104053,7-6(5) 6-3,65,6,1
2010-6116,27,103888,104545,4-6 6-4 7-6(4),99,6,2
2010-414,39,105064,104259,7-5 6-4,74,7,10
2010-314,26,104755,103656,7-6(5) 6-4,83,7,4
2010-314,31,104597,104755,7-5 6-1,77,2,7
2010-423,23,104386,104571,6-3 7-5,127,6,3
2010-423,25,104918,103852,6-0 1-6 6-4,75,1,4
2010-423,26,105023,104386,6-7(3) 7-6(5) 6-4,98,2,6
2010-423,27,105023,104918,5-7 7-6(2) 6-3,65,2,1
2010-439,21,103428,103786,6-2 6-1,143,8,1
2010-439,23,103507,105238,6-1 6-2,136,4,6
2010-418,33,104607,104979,6-3 5-7 7-5,174,1,16
2010-418,38,105227,103888,6-4 4-6 6-2,67,4,15
2010-418,40,104468,104053,6-3 6-3,152,13,2
2010-418,42,104571,104269,7-6(3) 6-4,63,8,3
2010-421,43,104918,104792,6-2 0-6 6-3,123,4,15
2010-421,51,103819,104607,6-3 5-7 7-6(5),80,3,7
2010-421,53,104918,104745,6-3 6-4,127,4,1
2010-421,54,103819,104925,6-1 3-6 7-5,118,3,2
2010-421,55,104918,103819,7-5 7-5,97,4,3
2010-422,44,103786,103970,4-6 6-3 7-5,175,6,10
2010-422,47,104053,104417,6-4 6-7(7) 7-6(5),101,9,5
2010-422,50,103819,103786,6-4 7-5,83,3,6
2010-422,52,104053,104925,6-4 7-5,70,9,2
2010-3348,33,104571,103428,1-6 6-3 6-2,89,1,14
2010-3348,34,104660,103990,7-6(5) 6-2,92,9,6
2010-3348,36,105217,104252,6-7(2) 6-1 7-5,158,12,8
2010-3348,37,104678,105238,6-7(4) 7-6(1) 6-2,99,10,7
2010-3348,41,104660,104571,5-7 6-1 7-6(4),102,9,1
2010-3348,45,104660,105217,6-3 6-4,78,9,12
2010-3348,46,104797,104678,7-6(10) 3-6 6-2,83,15,10
2010-3348,47,104660,104797,3-6 6-3 6-4,61,9,15
2010-560,100,104269,103900,6-2 3-6 6-3 6-2,157,8,31
2010-560,101,104527,104918,6-7(3) 7-6(4) 6-3 6-3,148,25,4
2010-560,102,105023,104597,6-3 6-4 6-4,61,20,14
2010-560,103,104022,104545,6-4 6-7(7) 7-6(5) 6-4,62,12,18
2010-560,111,103781,103507,7-5 6-3 6-1,109,13,22
2010-560,113,104745,103852,6-3 6-4 6-4,90,1,23
2010-560,114,104269,103970,5-7 6-7(8) 6-3 6-3 7-6(4),108,8,10
2010-560,115,104527,105023,7-6(9) 6-7(5) 7-5 4-6 6-4,65,25,20
2010-560,118,104925,103888,6-3 6-4 6-1,72,3,19
2010-560,119,104417,103656,4-6 6-3 6-2 6-3,89,5,21
2010-560,120,103819,103781,6-3 7-6(4) 6-3,23,2,13
2010-560,121,104745,104269,7-5 6-3 6-4,150,1,8
2010-560,122,104022,104527,3-6 7-6(7) 3-6 6-3 6-3,69,12,25
2010-560,123,104925,104792,7-6(2) 6-1 6-2,114,3,17
2010-560,124,103819,104417,6-4 6-4 7-5,88,2,5
2010-560,125,104745,104022,6-2 6-3 6-4,117,1,12
2010-560,126,104925,103819,5-7 6-1 5-7 6-2 7-5,89,3,2
2010-560,127,104745,104925,6-4 5-7 6-4 6-2,100,1,3
2010-773,21,103656,104871,6-3 1-6 6-3,85,1,8
2010-773,25,103428,103656,6-1 6-3,74,4,1
2010-341,21,104259,105227,6-4 6-1,102,6,1
2010-341,23,104755,103990,7-6(3) 7-6(5),102,4,7
2010-341,25,104468,104259,6-3 6-2,148,8,6
2010-6003,21,104979,104417,6-3 6-2,76,8,1
2010-6003,22,103970,104607,4-6 7-5 6-4,82,5,3
2010-6003,23,104022,104571,6-7(5) 7-5 6-1,69,4,6
2010-6003,25,104979,103970,7-5 7-6(4),106,8,5
2010-6003,27,104022,104979,6-7(7) 6-2 7-6(3),108,4,8
2010-747,27,103970,104417,6-2 6-4,76,8,3
2010-747,31,104925,103970,6-2 6-4,113,1,8
2010-329,28,104792,104053,7-6(5) 4-6 7-6(6),139,5,2
2010-329,31,104745,104792,6-1 7-5,103,1,5
2010-5014,41,103781,104745,6-1 3-6 6-3,84,13,1
2010-5014,45,104417,103970,7-5 6-4,95,5,11
2010-5014,50,104918,104542,6-2 6-2,201,4,12
2010-5014,51,103819,104417,6-1 6-1,98,3,5
2010-5014,54,103819,104925,7-5 6-4,88,3,2
2010-5014,55,104918,103819,6-3 6-2,83,4,3
2010-429,21,103819,104527,2-6 6-3 6-2,64,1,5
2010-429,25,103819,103344,7-6(5) 6-2,65,1,4
2010-375,21,103656,103786,3-6 7-6(3) 7-6(4),61,6,1
2010-375,23,104792,104545,3-6 6-4 6-4,117,3,5
2010-375,25,103344,103656,6-3 7-6(4),17,4,6
2010-375,26,104792,104542,7-6(2) 2-6 6-4,142,3,2
2010-375,27,104792,103344,6-2 5-7 6-1,224,3,4
2010-568,25,104022,103812,6-7(5) 6-3 7-6(6),229,1,8
2010-337,21,103781,104259,W/O,147,1,7
2010-337,22,104597,103428,7-5 3-6 6-3,202,3,8
2010-337,25,103781,104597,6-4 6-4,219,1,3
2010-573,28,104417,104792,6-3 6-2,145,2,8
2010-573,30,103970,104417,6-3 3-6 6-3,155,4,2
2010-328,29,103819,104053,6-2 6-4,69,1,4
2010-328,31,103819,104925,6-4 3-6 6-1,124,1,2
2010-352,34,103781,103970,7-6(6) 2-6 6-3,85,11,7
2010-352,35,104918,105227,7-6(6) 3-6 6-3,59,3,13
2010-352,36,104792,104269,6-7(4) 7-6(2) 7-5,19,12,6
2010-352,39,103786,104607,4-6 7-6(5) 6-0,77,10,5
2010-352,41,103819,103781,6-1 7-6(4),97,1,11
2010-352,42,104792,104918,6-2 2-6 6-3,152,12,3
2010-352,43,104417,104053,7-5 6-4,92,4,8
2010-352,45,104792,103819,7-6(7) 6-7(1) 7-6(4),121,12,1
2010-352,47,104417,104792,6-1 7-6(1),121,4,12
2011-339,28,104053,104571,6-2 6-3,89,2,5
2011-339,31,104417,104053,6-3 7-5,67,1,2
2011-891,26,104527,104898,3-6 6-3 6-3,98,3,8
2011-891,29,104527,104607,6-4 6-1,37,3,1
2011-891,30,103598,104386,3-6 6-3 6-2,220,7,6
2011-891,31,104527,103598,7-5 4-6 6-1,293,3,7
2011-451,25,104745,105208,7-6(3) 6-3,49,1,5
2011-451,27,104542,104198,7-6(4) 7-6(9),116,3,7
2011-451,28,103819,104678,6-2 6-2,88,2,6
2011-451,29,103786,104745,6-3 6-2,205,4,1
2011-451,30,103819,104542,6-3 7-6(2),181,2,3
2011-451,31,103819,103786,6-3 6-4,140,2,4
2011-301,21,103970,104259,6-3 6-7(4) 6-3,114,1,8
2011-301,23,103900,104545,6-4 7-6(3),110,6,3
2011-301,26,103900,104597,6-4 6-2,160,6,2
2011-301,27,103970,103900,6-3 6-2,135,1,6
2011-338,23,104678,104755,6-4 6-4,72,4,5
2011-580,98,105227,104545,4-6 6-2 6-7(5) 7-6(2) 9-7,87,15,20
2011-580,103,103781,104571,6-7(5) 6-2 6-1 4-3 RET,90,11,21
2011-580,104,104918,104198,6-1 6-1 6-2,97,5,32
2011-580,105,104607,104755,6-2 7-6(3) 6-2,110,6,28
2011-580,107,104597,103344,6-4 7-6(8) 6-3,79,14,17
2011-580,108,104925,104678,6-2 RET,123,3,29
2011-580,110,104527,104792,7-6(4) 6-2 6-3,168,19,12
2011-580,113,104745,105227,6-2 6-4 6-3,93,1,15
2011-580,116,104918,103781,6-3 6-1 6-1,70,5,11
2011-580,117,104607,104269,6-4 6-2 6-3,58,6,9
2011-580,118,104925,104597,6-3 6-4 6-0,96,3,14
2011-580,119,104527,104053,6-3 6-4 6-4,123,19,8
2011-580,121,103970,104745,6-4 6-2 6-3,156,7,1
2011-580,123,104925,104607,6-1 7-6(5) 6-1,177,3,6
2011-580,124,103819,104527,6-1 6-3 6-3,61,2,19
2011-580,125,104918,103970,4-6 7-6(2) 6-1 7-6(2),102,5,7
2011-580,126,104925,103819,7-6(3) 7-5 6-4,162,3,2
2011-580,127,104925,104918,6-4 6-2 6-3,77,3,5
2011-5012,29,104731,105173,6-7(3) 6-0 6-4,141,4,6
2011-505,26,105053,103428,6-4 6-3,60,8,4
2011-505,27,104926,105064,1-6 6-2 7-6(0),104,7,3
2011-505,29,105053,103808,4-6 7-6(2) 6-1,131,8,5
2011-505,30,103990,104926,4-6 6-2 6-3,158,6,7
2011-505,31,103990,105053,6-2 2-6 7-6(5),112,6,8
2011-2276,21,104252,105227,6-3 6-4,65,5,1
2011-2276,22,103582,104755,5-2 RET,117,8,4
2011-2276,25,103582,104252,6-1 6-4,90,8,5
2011-533,22,103428,105064,6-1 6-2,26,5,3
2011-533,23,105238,103808,6-3 6-4,123,4,7
2011-533,25,104597,103428,1-6 6-2 6-4,162,1,5
2011-533,27,104597,105238,6-3 7-6(3),130,1,4
2011-407,25,104417,104022,6-4 7-6(5),111,1,6
2011-407,27,104542,104607,W/O,89,8,4
2011-407,30,104542,103344,6-4 7-6(6),100,8,7
2011-407,31,104417,104542,6-3 3-6 6-3,95,1,8
2011-424,25,104269,104797,6-4 6-4,90,1,5
2011-506,26,103990,103900,6-4 6-4,61,6,3
2011-506,27,103428,103656,6-4 3-6 6-3,237,8,4
2011-506,28,104527,104338,7-5 6-3,71,2,5
2011-506,29,104597,103990,7-5 6-1,96,1,6
2011-506,30,103428,104527,6-2 6-2,54,8,2
2011-506,31,104597,103428,6-3 3-6 6-4,81,1,8
2011-496,21,104417,103566,6-1 6-4,134,1,8
2011-496,23,104022,104542,6-4 2-6 6-4,133,3,6
2011-402,27,103888,105023,6-3 6-4,155,4,5
2011-807,25,103970,104338,2-6 7-5 6-2,84,1,7
2011-807,26,105238,104527,6-4 7-6(6),119,6,4
2011-807,29,103970,105238,5-7 6-1 6-1,127,1,6
2011-807,31,103970,104597,7-6(4) 6-7(2) 6-2,106,1,3
2011-495,30,104925,104607,6-7(5) 6-2 4-2 RET,84,2,3
2011-495,31,104925,103819,6-3 6-3,78,2,1
2011-404,67,103656,104597,4-6 6-2 6-4,120,23,11
2011-404,69,104259,104417,7-6(8) 6-4,97,32,4
2011-404,71,105023,104269,7-5 6-4,49,21,9
2011-404,73,104053,104545,7-5 6-2,93,8,30
2011-404,74,104755,103781,6-1 6-3,49,18,10
2011-404,75,104678,103566,6-3 6-3,82,16,24
2011-404,76,104925,105208,6-0 6-1,126,3,31
2011-404,77,104607,105064,6-3 6-2,69,7,26
2011-404,78,104527,105227,7-5 6-3,129,12,17
2011-404,80,103819,103428,6-0 6-2,148,2,29
2011-404,84,103990,105023,6-1 6-3,36,25,21
2011-404,85,104755,104053,6-3 7-6(5),100,18,8
2011-404,86,104925,104678,6-0 6-1,121,3,16
2011-404,87,104527,104607,3-6 6-4 6-4,157,12,7
2011-404,91,104925,104755,6-2 6-4,101,3,18
2011-404,92,103819,104527,6-3 6-4,87,2,12
2011-404,94,104925,103819,6-3 3-6 6-2,80,3,2
2011-404,95,104925,104745,4-6 6-3 6-2,69,3,1
2011-403,66,105238,104542,6-7(2) 6-4 7-5,117,21,15
2011-403,69,103819,104338,7-6(4) 6-4,131,3,32
2011-403,75,103888,104755,6-4 6-3,92,14,17
2011-403,79,104678,105023,7-6(5) 3-6 7-5,84,16,19
2011-403,81,104745,105238,6-1 6-2,147,1,21
2011-403,88,104925,104678,6-3 6-2,135,2,16
2011-403,89,104745,104607,6-2 3-6 6-3,145,1,7
2011-403,90,103819,104468,3-0 RET,99,3,25
2011-403,91,103888,103970,7-5 6-2,65,14,6
2011-403,93,104745,103819,6-3 6-2,115,1,3
2011-403,94,104925,103888,6-3 6-1,82,2,14
2011-403,95,104925,104745,4-6 6-3 7-6(4),99,2,1
2011-360,21,103656,104926,7-6(1) 6-1,54,1,7
2011-360,23,103808,104468,6-4 3-6 6-4,113,5,3
2011-360,26,103808,103812,6-1 6-7(3) 7-6(2),88,5,8
2011-717,21,105453,103888,6-3 6-2,85,6,1
2011-717,22,104655,104198,1-6 7-6(4) 6-3,76,7,3
2011-717,25,105453,104655,6-3 7-5,116,6,7
2011-410,41,104745,104755,6-2 6-4,83,1,13
2011-410,43,104918,104468,6-3 6-3,104,3,16
2011-410,47,103781,104597,6-1 6-4,146,7,9
2011-410,48,103819,105227,6-4 6-3,115,2,15
2011-410,51,103970,104678,6-3 6-3,101,4,11
2011-410,52,103781,103819,6-4 6-4,152,7,2
2011-410,53,104745,104918,6-4 2-6 6-1,73,1,3
2011-410,54,103970,103781,6-3 6-2,87,4,7
2011-410,55,104745,103970,6-4 7-5,148,1,4
2011-425,42,104792,104755,6-4 7-6(7),112,7,9
2011-425,45,103781,103656,6-7(2) 6-3 6-2,154,6,11
2011-425,49,104745,104792,6-2 6-2,80,1,7
2011-425,51,103970,103781,6-3 6-3,102,4,6
2011-425,54,103970,104597,6-3 6-4,107,4,8
2011-425,55,104745,103970,6-2 6-4,98,1,4
2011-308,27,103786,105227,7-5 6-3,133,7,3
2011-308,31,103786,104252,6-3 3-6 6-1,57,7,5
2011-5053,25,104925,104386,W/O,64,1,7
2011-468,21,105223,104417,6-4 7-5,163,8,1
2011-468,23,105683,104468,7-6(4) 4-6 6-3,77,5,4
2011-468,24,104269,104731,6-7(2) 6-2 6-3,77,2,7
2011-468,26,104269,105683,6-4 RET,129,2,5
2011-468,27,105223,104269,6-2 6-2,121,8,2
2011-1536,50,103819,104417,7-6(2) 6-4,97,3,5
2011-1536,52,104925,103970,6-4 4-6 6-3,82,2,6
2011-1536,53,104745,103819,5-7 6-1 6-3,59,1,3
2011-1536,55,104925,104745,7-5 6-4,149,2,1
2011-416,43,104755,103819,4-6 7-6(2) 7-6(4),111,16,3
2011-416,47,104417,104597,6-3 3-6 6-4,101,5,9
2011-416,48,104925,104527,6-4 6-1,110,2,14
2011-416,50,104755,104607,4-6 6-2 6-4,124,16,7
2011-416,52,104925,104417,6-3 6-0,164,2,5
2011-416,53,104745,104755,7-5 6-1,62,1,16
2011-416,54,104925,104918,6-1 3-6 7-6(2),50,2,4
2011-416,55,104925,104745,6-4 6-4,63,2,1
2011-6120,21,105238,103970,6-4 1-6 7-5,85,5,1
2011-6120,26,104597,104607,6-4 6-4,84,3,2
2011-520,99,104468,103888,6-3 6-4 6-2,175,18,10
2011-520,102,104678,105238,6-4 3-6 6-3 6-4,129,15,21
2011-520,105,103970,104660,6-1 6-1 6-3,117,7,31
2011-520,107,104527,104542,4-6 6-7(3) 7-6(5) 6-2 6-3,125,14,17
2011-520,108,103819,104386,6-1 6-4 6-3,209,3,29
2011-520,111,104755,105064,6-2 6-3 3-6 6-3,283,13,23
2011-520,112,104925,105223,6-3 3-6 6-3 6-2,132,2,25
2011-520,114,104417,104468,6-2 6-3 7-6(5),145,5,18
2011-520,115,104918,104678,4-6 4-6 6-3 6-2 7-5,112,4,15
2011-520,117,104792,103970,6-4 2-6 7-5 1-6 8-6,302,9,7
2011-520,118,103819,104527,6-3 6-2 7-5,164,3,14
2011-520,120,104925,104755,6-4 6-4 6-2,62,2,13
2011-520,121,104745,104417,6-4 6-1 7-6(3),162,1,5
2011-520,123,103819,104792,6-4 6-3 7-6(3),140,3,9
2011-520,125,104745,104918,6-4 7-5 6-4,151,1,4
2011-520,126,103819,104925,7-6(5) 6-3 3-6 7-6(5),224,3,2
2011-520,127,104745,103819,7-5 7-6(3) 5-7 6-1,111,1,3
2011-500,26,104792,104252,6-4 6-4,101,3,6
2011-500,28,104607,104678,7-6(3) 6-1,70,2,5
2011-311,42,104542,103566,4-3 RET,110,5,10
2011-311,45,104269,103900,7-5 6-1,119,7,9
2011-311,46,104053,104731,6-4 6-4,69,3,15
2011-311,47,105227,105064,7-6(3) 0-6 6-3,98,8,11
2011-311,48,104918,104386,6-4 7-6(3),65,2,14
2011-311,49,104542,104745,6-7(3) 6-4 6-1,78,5,1
2011-311,51,104053,104269,6-2 6-2,149,3,7
2011-311,52,104918,105227,W/O,82,2,8
2011-311,54,104918,104053,6-3 6-1,58,2,3
2011-311,55,104918,104542,3-6 7-6(2) 6-4,119,2,5
2011-440,30,104471,104571,7-6(4) 6-1,123,4,2
2011-540,98,105223,104468,7-6(8) 7-6(5) 7-5,118,24,15
2011-540,107,104022,104597,4-6 6-3 7-6(3) 6-3,38,18,16
2011-540,108,103819,103900,6-4 6-2 6-4,110,3,28
2011-540,112,104925,104571,6-4 4-6 6-3 6-4,142,2,32
2011-540,113,104745,105223,7-6(6) 3-6 7-6(4) 6-4,115,1,24
2011-540,114,103888,104607,7-6(5) 6-4 6-4,90,10,6
2011-540,115,104918,104755,7-6(3) 6-3 6-2,106,4,17
2011-540,117,104542,103970,6-3 6-4 7-6(1),83,12,7
2011-540,118,103819,104022,6-7(5) 6-3 6-3 6-3,68,3,18
2011-540,120,104925,103566,6-3 6-3 6-3,125,2,19
2011-540,121,104745,103888,6-3 6-3 5-7 6-4,50,1,10
2011-540,123,104542,103819,3-6 6-7(3) 6-4 6-4 6-4,95,12,3
2011-540,125,104745,104918,5-7 6-2 6-2 6-4,68,1,4
2011-540,126,104925,104542,7-6(4) 6-2 6-7(9) 6-3,79,2,12
2011-540,127,104925,104745,6-4 6-1 1-6 6-3,94,2,1
2011-315,25,104545,104166,7-6(5) 6-4,45,1,5
2011-315,29,104545,104735,7-5 7-6(4),84,1,8
2011-315,31,104545,103694,6-3 7-6(6),103,1,6
2011-316,21,104417,103808,6-3 6-4,101,1,8
2011-316,25,104417,104607,6-1 6-0,55,1,3
2011-316,26,103970,104597,6-1 6-3,153,2,4
2011-316,27,104417,103970,6-2 6-2,91,1,2
2011-6116,21,103888,104500,6-4 6-3,88,1,8
2011-6116,27,103888,104545,3-6 7-6(6) 6-2,104,1,3
2011-414,40,103781,104926,6-2 6-3,87,2,15
2011-414,41,104468,104792,6-4 3-6 6-0,109,5,1
2011-414,42,104022,105227,4-6 6-3 7-6(6),148,4,12
